Version,Total Requests,Avg Response Time (ms),P95 Response Time (ms),Success Rate (%),Fallback Rate (%),Circuit Breaker Open Rate (%),API Failure Rate (%)
V1,381549.0,612.2335618062164,3008.3440016,89.94231409334057,0.0,0.0,10.057685906659433
V2,383071.0,605.9392299125358,3007.9966605,88.93677673329488,0.0,1.182809453077889,9.880413813627237
