Version,Total Requests,Success (200),Fallback (202),API Failure (500),CB Open (503),Success Rate (%),Fallback Rate (%),Total Success Rate (%),API Failure Rate (%),CB Protection Rate (%)
V1,48445.0,43608.0,0.0,4836.0,0.0,90.01548147383632,0.0,90.01548147383632,9.982454329652182,0.0
V2,62562.0,22201.0,36912.0,3446.0,0.0,35.48639749368626,59.00067133403664,94.4870688277229,5.508135929158275,0.0
