Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
indisponibilidade,74.56511470360657,95.64035308407205,0.09466777830005063,0.0,0.0,96.7670442565211,89.86022064344712,2.9051411643951304,3.8222849260667573,3.7601928565236435,542.420014543,10.138335354935597,97.08446477061598,487.42765443634016,15.814446615231057,487.41982188255776,15.758067126406745
