Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
catastrofe,60.018007530655446,0.06745014103068615,0.13921197964355958,0.0,0.0,44.82182690486504,9.982454329652182,5.508135929158275,12.16128188101311,12.16128188101311,781.379989584,90.01548147383632,94.4870688277229,78.01702981975038,43.07694101971191,78.00090060126378,43.039471949529485
