Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
rajadas,10.761730798640427,-0.002604102015951015,-0.013173703575698083,0.0,0.0,5.759860617916792,5.070720917191102,4.778654460037343,1.664383041354938,1.6643830413549345,782.0133073765,94.92803289924606,95.21291332891646,39.66345767365385,37.43565480351999,39.653712352358134,37.36971379103266
