Version,Total Requests,Avg Response Time (ms),P95 Response Time (ms),Success Rate (%),Fallback Rate (%),Circuit Breaker Open Rate (%),API Failure Rate (%)
V1,22859.0,1281.4356255069074,3943.944877,89.68458812721465,0.0,0.0,10.315411872785337
V2,22584.0,437.67254145047025,2595.5321223999977,24.176408076514345,73.16684378320936,0.0,2.6567481402763016
V3,22726.0,1984.6864929682226,5384.437836450001,89.74302560943413,0.0,0.0,10.256974390565873
V4,22933.0,472.39105752842187,2678.399335,27.013474033052802,69.90799284873327,0.0,3.0785331182139277
