timestamp,Média,Mediana,Desvio Padrão,Contagem,P95,P99
2025-12-19 23:10:40+00:00,42.89725,42.89725,,1,42.89725,42.89725
2025-12-19 23:10:45+00:00,44.314750000000004,44.314750000000004,8.256945280884933,2,49.5694378,50.03652116
2025-12-19 23:10:50+00:00,2585.210293,2585.210293,,1,2585.210293,2585.210293
2025-12-19 23:10:55+00:00,,,,0,,
2025-12-19 23:11:00+00:00,1027.1387229999998,41.786667,1722.1657390402834,3,2718.3066056999996,2956.21948914
2025-12-19 23:11:05+00:00,39.8555418,45.123792,15.135176533932883,5,50.6669006,51.689547319999996
2025-12-19 23:11:10+00:00,26.904976285714287,21.115459,17.986362660685472,7,53.0654,54.399379999999994
2025-12-19 23:11:15+00:00,46.514604,46.507125,31.834027767706132,6,89.19588525,98.57297705
2025-12-19 23:11:20+00:00,346.70148974999995,17.200395999999998,925.4390508614306,8,1728.2530880499985,2455.124384809999
2025-12-19 23:11:25+00:00,38.268613,39.2525,21.497010904306737,7,65.33433299999999,70.27533299999999
2025-12-19 23:11:30+00:00,891.0947083333334,25.702916000000002,1357.250836466815,6,2690.291074,2729.3681156000002
2025-12-19 23:11:35+00:00,34.746598875,36.1286875,15.867192718012458,8,50.35920165,50.58727313
2025-12-19 23:11:40+00:00,43.557847,39.2995205,16.448230803001056,6,66.8088225,70.13369730000001
2025-12-19 23:11:45+00:00,253.01710636363632,33.415875,712.5702106501913,11,1245.1167084999997,2168.9431089000004
2025-12-19 23:11:50+00:00,34.312047,39.654416499999996,18.7648621813733,8,54.2585669,56.46291338
2025-12-19 23:11:55+00:00,458.2098577142857,44.542209,1099.1113124099531,7,2082.942584599998,2777.1249849199985
2025-12-19 23:12:00+00:00,690.6958892666667,33.175209,1146.5868548070077,15,2723.0807932000002,2775.21796024
2025-12-19 23:12:05+00:00,292.50401145454543,49.892291,834.7070641007174,11,1433.1895424999998,2533.6180093000007
2025-12-19 23:12:10+00:00,1048.0037699,47.11825,1323.0381900722805,10,2677.68752875,2745.51222895
2025-12-19 23:12:15+00:00,211.14740778571428,38.014146,653.2953051563721,14,906.744344099999,2165.463169619998
2025-12-19 23:12:20+00:00,409.8251196,31.088958,1005.3409721158582,15,2866.2426385999997,2919.91586212
2025-12-19 23:12:25+00:00,355.304596375,37.741249499999995,881.8275368420308,16,2485.641157,2765.6157322
2025-12-19 23:12:30+00:00,570.1387479411765,38.208958,1011.5595020741844,17,2353.3599929999996,2714.816233
2025-12-19 23:12:35+00:00,228.49564446666668,29.82125,768.5326124179504,15,940.0597047999969,2592.7590753599984
2025-12-19 23:12:40+00:00,503.01375281818184,29.756959,1081.5253218544065,11,2669.0916815,2938.3353259
2025-12-19 23:12:45+00:00,717.7023233333333,37.662082999999996,1247.3093495832961,12,2871.51042045,2905.7290184900003
2025-12-19 23:12:50+00:00,614.621049,34.156270500000005,1037.8048552213654,12,2411.2518245499996,2652.39776651
2025-12-19 23:12:55+00:00,620.8242409999999,41.056292,1180.013138228213,9,2734.3906932,2862.17770664
2025-12-19 23:13:00+00:00,755.9214408571428,34.875875,1263.9507488238498,7,2731.3580474999994,2916.4775774999994
2025-12-19 23:13:05+00:00,402.7967019230769,15.485542,930.6525093686068,13,2468.2525761999996,2599.7220168399995
2025-12-19 23:13:10+00:00,430.570231076923,46.195709,968.3828778488038,13,2531.096492599999,2827.9042329199992
2025-12-19 23:13:15+00:00,509.1614017272727,21.627792,1089.7068497930645,11,2706.0753139999997,2861.4377972
2025-12-19 23:13:20+00:00,472.92334750000003,25.433021,1017.6791444562987,12,2642.30017845,2691.57843649
2025-12-19 23:13:25+00:00,409.36733357142856,31.836875,964.5962872516186,14,2677.14792865,2706.83938733
2025-12-19 23:13:30+00:00,674.9082448,42.219459,1115.3184028386102,15,2656.4546849,2756.68437138
2025-12-19 23:13:35+00:00,235.477966,39.240833,661.9264687500902,11,1143.9015630000001,2013.258847000001
2025-12-19 23:13:40+00:00,631.8822266428571,38.3588335,1192.4203699187324,14,2891.31222655,2896.27657971
2025-12-19 23:13:45+00:00,677.2083700625,28.5256665,1174.4220876387435,16,2712.094303,2908.0265277999997
2025-12-19 23:13:50+00:00,262.8217014166667,36.858396,801.2023768875238,12,1288.953844349998,2503.1035032700015
2025-12-19 23:13:55+00:00,178.14810020000002,34.169458,578.2277944460631,15,717.9099592999977,1957.535759859999
2025-12-19 23:14:00+00:00,699.6543751249999,43.0051875,1240.9985100585918,8,2756.4731384999995,2853.3501284999998
2025-12-19 23:14:05+00:00,335.9041064117647,26.090709,881.0282998540092,17,2550.7114626,2803.43711572
2025-12-19 23:14:10+00:00,620.29584,34.281625,1023.4273014128406,11,2250.2315980000003,2313.2836092000002
2025-12-19 23:14:15+00:00,158.8027995625,41.0808125,495.75855861565617,16,550.783917,1723.4036177999992
2025-12-19 23:14:20+00:00,279.0769502,36.036916500000004,782.9467683208562,10,1402.4664532999975,2286.0733586600004
2025-12-19 23:14:25+00:00,384.1359914285714,31.791812999999998,901.8810982139186,14,2479.7271634,2586.53936708
2025-12-19 23:14:30+00:00,32.26532581818182,36.846541,16.16178291472876,11,50.698667,53.12953340000001
2025-12-19 23:14:35+00:00,484.993263,27.12925,1080.3838995001988,12,2772.7445749999997,2937.3836166
2025-12-19 23:14:40+00:00,493.0896474117647,43.915792,1024.7187150780853,17,2715.4775934,2900.4420202799997
2025-12-19 23:14:45+00:00,412.52264966666667,37.0549585,901.1052723237585,12,2313.6032723499998,2485.84768887
2025-12-19 23:14:50+00:00,346.0220158125,20.979708,888.7204839705292,16,2620.94822,2624.4169448000002
2025-12-19 23:14:55+00:00,874.5715073333334,42.684583,1257.977443741805,12,2801.6668158499997,2874.33316477
2025-12-19 23:15:00+00:00,546.7681334000001,36.072728999999995,1095.5597510631899,10,2636.7542742499995,2760.8222892500003
2025-12-19 23:15:05+00:00,553.3313405,41.8354165,1002.5291477795431,14,2521.8778507999996,2639.98667176
2025-12-19 23:15:10+00:00,1067.601149142857,48.37275,1306.5736741603948,7,2665.7577389999997,2702.6218494
2025-12-19 23:15:15+00:00,312.5823803125,20.0014375,795.3912819420224,16,2316.73801175,2393.62133675
2025-12-19 23:15:20+00:00,335.96885425,31.608145999999998,841.6418617554759,16,2450.99056375,2545.80651355
2025-12-19 23:15:25+00:00,174.40952794444445,29.8247705,611.0894990393303,18,473.99523854999643,2191.8604821099957
2025-12-19 23:15:30+00:00,707.6192631538462,39.856917,1073.0476073919629,13,2336.185450999999,2628.7045909999993
2025-12-19 23:15:35+00:00,404.22223485,43.0218335,904.7696493294565,20,2612.06421945,2739.8469782899997
2025-12-19 23:15:40+00:00,401.34284733333334,26.22375,993.744404341392,15,2787.0619427999995,2949.1992557599997
2025-12-19 23:15:45+00:00,170.2928002,40.117583,511.6224537103217,15,642.768729699998,1744.053646739999
2025-12-19 23:15:50+00:00,533.125246,23.6696455,1076.8997971433923,10,2579.9526634999997,2609.5800335
2025-12-19 23:15:55+00:00,755.8551220769231,46.116375,1144.815973969324,13,2623.846101599999,2888.7829219199994
2025-12-19 23:16:00+00:00,1416.6031937272728,2054.477459,1362.101532592789,11,2840.367626,2926.6034924
2025-12-19 23:16:05+00:00,364.1668380666667,37.573042,889.9592206056727,15,2500.7951084,2645.50882328
2025-12-19 23:16:10+00:00,646.8429064999999,37.0075,1122.4821440655683,12,2632.4762450499998,2657.92681701
2025-12-19 23:16:15+00:00,603.5020122142857,39.788375,1136.7019797750731,14,2737.1916641499997,2839.99553363
2025-12-19 23:16:20+00:00,194.5515297857143,34.100021,623.7538681406066,14,857.7554813999992,2060.493664279998
2025-12-19 23:16:25+00:00,296.7308237647059,20.870541,775.9003722549911,17,2196.559743,2512.359183
2025-12-19 23:16:30+00:00,292.07689059259263,36.796875,753.640410964166,27,2365.6643015,2537.62381842
2025-12-19 23:16:35+00:00,558.5782415789474,35.495,1063.9837113326093,19,2688.5295096999994,2854.76106994
2025-12-19 23:16:40+00:00,733.926417,23.135833,1229.2922633933642,11,2785.4618975,2932.8767811
2025-12-19 23:16:45+00:00,842.1345531333334,43.135584,1204.9519965167096,15,2709.8060760999997,2840.05124962
2025-12-19 23:16:50+00:00,1337.7867175,1155.4053755,1388.68832452012,10,2853.5384642,2858.89799444
2025-12-19 23:16:55+00:00,974.329526625,44.080917,1287.7923494445465,16,2906.02217825,2932.4331036500002
2025-12-19 23:17:00+00:00,693.6618775789474,34.82025,1165.69130032379,19,2965.1751177,2997.89905794
2025-12-19 23:17:05+00:00,460.55462214285717,29.765957999999998,954.0913848166713,28,2608.46451055,2837.08735625
2025-12-19 23:17:10+00:00,569.6259042307692,48.240083,1024.0532069346461,13,2439.589293,2457.571293
2025-12-19 23:17:15+00:00,173.55759533333335,34.931542,638.054258375382,21,56.934,2377.292534400002
