Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
degradacao,74.19375339079772,17.798195558772676,2.9309461679149575,0.0,0.0,82.5982746531801,24.651939039922702,4.289862724392819,21.75772040100921,21.766487716457235,781.3029155107499,75.3480609600773,95.71013727560718,192.6063184488488,33.516822537090015,192.60631844884884,33.516822537089986
