Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
rajadas,4.1175617240371265,1.4838601265983102,0.390351472897563,0.0,0.0,100.0,37.014186091981486,0.0,0.3397959630490561,0.33979596304906323,780.783188028,62.98581390801851,100.0,289.0005421915897,0.0,289.00054219158966,0.0
