Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
catastrofe,26.936319413716532,8.062384271712622,1.11536704091884,0.0,0.0,100.0,64.07207609805926,0.0,2.4741756988131414,2.474175698813161,782.1268923759999,35.92792390194076,100.0,501.1249376665366,0.0,501.1249376665367,0.0
