Scenario,Response Time Improvement (%),P95 Improvement (%),P99 Improvement (%),Protected Requests,Total Time Saved (s),Failure Reduction (%),V1 Failure Rate (%),V2 Failure Rate (%),Fast Response Increase (%),Slow Response Decrease (%),Test Duration (s),V1 Availability (%),V2 Availability (%),V1 Downtime (s),V2 Downtime (s),V1 Hard Downtime (s),V2 Hard Downtime (s)
indisponibilidade,94.49776656616467,84.48507464575272,99.36086236642817,0.0,0.0,99.54054357099102,89.53984187616594,0.4113965600245087,4.837555802861104,4.837555802861112,542.3237705426667,10.460158123834058,99.58860343997549,485.5958466007648,2.231101336207763,485.59584660076473,2.2311013362077405
