Version,Avg Response (ms),P50 (ms),P95 (ms),P99 (ms),Max (ms),Fast Requests (%),Slow Requests (%)
V1,33.45788246849526,31.370416,60.029149999999994,126.47692695999979,567.221042,99.99487310945912,0.0
V2,32.31716998044135,31.231084,55.501583499999995,103.44990820000004,505.748958,99.99487993446317,0.0
V3,34.94756076296334,32.2850625,67.5730973,151.3502549999999,462.851917,100.0,0.0
V4,32.157679385568066,31.288896,55.2567563,94.5522857500004,360.582875,100.0,0.0
