version,scenario,avg_response_time,p95_response_time,min_response_time,max_response_time,success_rate,error_rate
V1,Normal,42.938374685862065,90.09996045,3.668583,567.433209,100.0,0.0
V1,Latencia,3071.767029454666,3129.95370955,3015.081626,3144.18796,100.0,0.0
V1,Falha,25.27191740101695,72.26482064999989,1.77125,237.415876,0.0,100.0
V2,Normal,31.620475288813555,94.44836684999999,1.74325,508.218709,100.0,0.0
V2,Latencia,3040.818898061333,3109.4180183,3003.08796,3118.826876,100.0,0.0
V2,Falha,16.30553971128431,46.441666999999995,0.766917,242.449,0.0,100.0
